...1,age,position,detailed_position,nationalTeam.isoCode,national_team,currentTeam.club.name,currentTeam.club.abbr,official_birthday,birth.country.isoCode,birth.country.country,birth.country.demonym,birth.place,name,first_name,last_name,info.shirtNum,name.middle,info.loan,currentTeam.club.source,previousTeam.name,previousTeam.club.name,previousTeam.club.abbr,previousTeam.club.id,previousTeam.teamType,previousTeam.shortName,previousTeam.id,previousTeam.altIds.opta,previousTeam.club.source,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_attempt_saved,assist_blocked_shot,assist_own_goal,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_high_left,att_cmiss_high_right,att_cmiss_left,att_cmiss_right,att_corner,att_fastbreak,att_goal_high_centre,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_centre,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obp_goal,att_obx_centre,att_one_on_one,att_openplay,att_post_high,att_post_left,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,fifty_fifty,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,shield_ball_oop,shot_fastbreak,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,corner_taken,total_corners_intobox,accurate_goal_kicks,blocked_cross,effective_blocked_cross,error_lead_to_goal,error_lead_to_shot,goal_kicks,penalty_conceded,accurate_keeper_sweeper,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,last_man_tackle,penalty_faced,penalty_save,punches,red_card,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,accurate_corners_intobox,accurate_freekick_cross,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_setplay,clearance_off_line,assist_pass_lost,att_freekick_goal,att_freekick_target,att_freekick_total,att_lg_right,att_obox_post,att_obxd_left,att_obx_left,att_obx_right,att_post_right,second_goal_assist,assist_post,att_lg_left,att_pen_goal,att_pen_post,dangerous_play,att_freekick_miss,att_freekick_post,att_obxd_right,assist_handball_won,assist_free_kick_won,second_yellow,att_pen_target,att_pen_miss,back_pass,rescinded_red_card
10,21 years 59 days,D,Left Full Back,FR,France,Wolverhampton Wanderers,WOL,6 June 2001,FR,France,French,NA,Rayan Aït-Nouri,Rayan,Aït-Nouri,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,36,36,27,NA,574,13,2,44,1118,1,NA,271,36,22,44,NA,NA,1,1,20,320,149,18,10,21,3,13,NA,NA,1,NA,2,2,3,1,NA,NA,NA,NA,NA,2,1,1,NA,NA,2,4,2,7,NA,5,1,6,18,NA,1,1,NA,5,4,3,NA,4,3,NA,10,NA,24,NA,NA,NA,2,8,1,1,NA,NA,2,1,4,364,214,4,NA,NA,74,7,36,8,59,51,46,11,214,222,48,26,80,106,NA,9,29,474,36,2,49,45,4,1,3,3,1,NA,NA,26,81,NA,37,5,37,64,139,71,21,26,3230,6,14,17,10,1376,3,8,NA,423,21,1,142,6,600,600,13,132,69,NA,74,479,1,1,11,0,36,264,1114,35,113,31,714,95,48,135,157,123,NA,1,332,2,824,82,2,143,4,1381,4,28,9,8,93,1,288,2461,69,74,74,39,1,12,68,23,52,5,36,34,NA,16,16,NA,1,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,0,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,24 years 109 days,D,Centre Central Defender,NO,Norway,Brentford,BRE,17 April 1998,NO,Norway,Norwegian,NA,Kristoffer Ajer,Kristoffer,Ajer,20,Vassbakk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281,14,3,3,6,226,5,NA,30,504,NA,2,120,31,49,24,NA,NA,NA,NA,8,186,106,7,NA,5,3,NA,1,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,6,1,NA,NA,NA,NA,NA,NA,67,109,4,NA,1,36,5,8,5,11,6,7,4,63,107,71,32,45,112,NA,2,12,389,23,1,31,25,6,1,3,2,1,NA,NA,32,121,NA,26,5,26,207,151,82,11,21,1987,9,1,7,1,717,11,2,NA,12,190,NA,28,4,304,304,5,61,43,NA,36,60,3,NA,1,2,28,104,498,8,12,8,358,48,71,18,17,17,NA,NA,188,15,382,42,NA,101,NA,723,1,7,6,1,29,2,148,1151,34,25,25,16,0,9,13,6,18,5,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,27 years 167 days,D,Left/Centre Central Defender,NL,Netherlands,Manchester City,MCI,18 February 1995,NL,Netherlands,Dutch,NA,Nathan Aké,Nathan,Aké,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4049,152,12,12,9,2149,74,11,287,6186,NA,NA,246,303,372,170,NA,NA,0,1,58,1240,803,74,2,34,65,3,1,2,NA,0,2,2,22,NA,NA,1,1,2,7,4,8,22,2,12,45,17,15,31,3,19,6,4,37,NA,10,7,2,9,12,4,NA,9,2,NA,15,NA,22,3,NA,1,5,9,20,6,2,NA,7,2,4,508,706,10,10,12,155,21,62,38,43,20,27,31,498,750,782,435,27,677,63,6,114,2965,153,15,236,207,29,1,6,4,3,NA,3,441,742,5,223,32,223,1426,1236,849,71,163,13812,108,15,25,36,7005,112,2,NA,1485,93,1,123,15,1284,1266,9,491,206,3,155,2282,10,NA,43,4,14,718,6031,86,7,40,4469,353,800,41,63,63,828126.9785766602,NA,1000,19,2775,276,11,623,7,7181,NA,100,8,17,280,4,343,9654,166,69,69,74,0,68,29,19,174,19,NA,NA,0,75,75,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,17 years 363 days,F,Forward,GB-ENG,England,NA,NA,6 August 2004,GB-ENG,England,English,NA,Victor Akinwale,Victor,Akinwale,NA,NA,NA,NA,Crystal Palace,Crystal Palace,CRY,6,FIRST,Crystal Palace,6,t31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,32 years 259 days,M,Left/Right Winger,GB-ENG,England,Leicester City,LEI,18 November 1989,GB-ENG,England,English,NA,Marc Albrighton,Marc,Albrighton,11,Kevin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1536,370,363,245,44,3401,71,119,415,4574,11,13,313,233,83,304,NA,2,1,NA,90,1693,1122,33,41,258,39,17,41,1,NA,NA,11,10,3,11,1,NA,2,3,10,3,2,4,NA,1,7,27,17,35,2,26,2,11,48,2,8,4,18,24,24,56,2,42,36,NA,131,1,201,1,2,15,50,190,11,7,3,4,22,11,15,1283,1435,70,15,10,561,83,326,35,783,504,241,80,1345,1124,172,60,116,1377,693,62,182,2716,206,19,277,240,37,17,44,39,34,3,9,68,291,6,292,16,269,1505,1036,446,110,77,18863,8,186,202,81,5550,24,84,NA,1159,1728,0,1523,23,4778,4747,134,685,616,4,561,1244,6,11,81,6,62,1854,3716,237,91,392,2011,976,203,709,1786,1398,804511.8254394531,13,3062,139,6537,413,136,1126,23,6762,21,245,102,98,489,36,344,12377,187,341,338,216,1,114,336,265,355,37,477,389,NA,81,81,NA,4,NA,3,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,119,25,NA,109,8,10,4,2,1,1,4,1,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,20 years 230 days,D,Right Full Back,GB-ENG,England,Crewe Alexandra,CRE,17 December 2001,GB-ENG,England,English,NA,Ryan Alebiosu,Ryan,Alebiosu,2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,27 years 322 days,F,Centre Striker,RS,Serbia,Fulham,FUL,16 September 1994,YU,Yugoslavia,Yugoslavian,Smederevo,Aleksandar Mitrovic,Aleksandar,Mitrovic,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,34,4,4,93,1064,1,248,34,1573,NA,7,10,442,402,104,1,NA,NA,NA,29,709,375,147,47,77,169,13,10,7,1,NA,14,12,8,11,3,2,NA,7,5,7,11,61,4,28,106,43,23,91,6,54,3,12,47,1,22,9,6,32,40,14,1,18,22,NA,53,5,204,4,1,10,36,110,17,11,2,2,29,17,15,711,183,10,28,18,97,57,37,8,12,5,185,24,823,632,89,81,54,179,200,16,136,434,72,24,144,129,15,17,10,8,10,1,7,82,497,8,16,1,16,460,95,62,60,8,6873,0,29,58,100,2025,17,9,NA,297,261,2,79,12,1133,1128,32,29,122,7,97,574,1,11,116,6,30,510,1419,49,24,87,619,53,94,94,17,17,362367.7778320313,12,823,279,1577,5,303,54,54,2179,2,273,11,32,51,10,11,3565,282,258,258,139,0,20,49,44,29,14,1,NA,NA,2,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,4,NA,1,NA,1,NA,2,NA,0,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,21 years 199 days,D,Centre Central Defender,GB-ENG,England,Sunderland,SUN,17 January 2001,GB-ENG,England,English,London,Ajibola Alese,Ajibola,Alese,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,29 years 232 days,D,Left Full Back,BR,Brazil,Sevilla,SEV,15 December 1992,BR,Brazil,Brazilian,Caxias do Sul,Alex Telles,Alex Nicolao,Telles,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,57,42,20,NA,679,7,1,37,1139,1,1,184,38,47,30,NA,NA,NA,NA,13,239,106,4,11,13,1,3,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,1,NA,4,15,NA,0,3,NA,1,2,2,NA,5,3,NA,8,NA,8,1,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,290,144,3,NA,NA,45,4,25,5,42,54,15,6,118,135,61,40,45,177,NA,4,27,602,26,NA,37,31,6,NA,6,5,1,NA,1,40,85,3,42,5,42,76,173,88,8,16,2351,4,15,23,4,1369,6,1,NA,588,11,NA,202,3,474,474,10,87,47,1,45,425,5,1,7,NA,23,313,1119,18,29,38,582,139,61,29,182,111,NA,1,416,NA,993,38,1,123,2,1393,4,15,5,4,62,3,208,2131,22,20,20,13,0,16,15,18,34,1,79,72,NA,4,4,NA,NA,NA,2,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,4,NA,15,5,5,NA,NA,NA,2,4,NA,1,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA
19,23 years 301 days,D,Right Full Back,GB-ENG,England,Liverpool,LIV,7 October 1998,GB-ENG,England,English,Liverpool,Trent Alexander-Arnold,Trent,Alexander-Arnold,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3083,796,306,177,8,4807,43,11,741,7584,5,19,1338,107,53,161,1,NA,1,NA,39,815,411,56,135,169,17,3,36,6,4,1,9,5,12,1,NA,2,5,NA,2,1,NA,1,NA,NA,1,15,3,18,NA,22,NA,11,32,2,24,8,7,24,10,48,7,55,24,NA,132,1,121,1,NA,10,35,161,8,8,9,5,12,4,8,1444,1025,64,4,NA,337,63,145,57,368,422,82,28,522,447,258,91,78,1674,0,10,82,3755,147,10,128,114,14,4,45,41,29,NA,1,91,352,5,203,10,203,4117,1561,833,19,82,13268,61,145,183,56,9435,25,23,NA,379,2702,NA,1717,7,3812,3812,84,528,413,1,337,435,10,1,74,4,39,2329,7301,89,91,328,3588,1627,258,214,1261,868,477467.9549560547,2,3501,12,7424,325,12,1586,26,9751,14,194,22,13,253,34,1585,14438,299,183,183,34,2,114,107,187,156,15,484,395,NA,41,41,2,5,NA,1,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,24,2,78,15,16,2,2,4,8,49,1,1,NA,1,NA,NA,3,NA,NA,NA,NA,NA,19,1,NA,1,NA,NA,NA,NA,NA,NA
20,29 years 306 days,G,Goalkeeper,BR,Brazil,Liverpool,LIV,2 October 1992,BR,Brazil,Brazilian,Novo Hamburgo,Alisson,Alisson Ramses,Becker,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3164,230,NA,NA,NA,223,87,NA,555,3387,NA,NA,0,3,46,136,NA,NA,NA,NA,1,725,381,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1182,2,NA,NA,3,NA,5,64,NA,NA,1,25,10,67,143,9,4,208,NA,NA,2,1735,135,1,101,92,9,NA,2,2,2,NA,1,9,6,NA,4,3,4,1303,701,226,13,68,12175,0,NA,2,1,2931,0,NA,1,185,127,NA,15,5,675,675,NA,278,9,NA,3,1008,2,NA,NA,NA,2,51,2560,1,0,2,3349,377,143,5,NA,NA,184469.44482421875,1,208,NA,697,353,NA,1177,NA,4046,NA,1,1,NA,8,NA,0,5344,1,1,1,9,1,98,5,2,4,2,NA,NA,583,NA,NA,8,9,728,1,89,722,NA,6,5,49,126,12,59,836,728,2,10,1,62,1,189,102,294,12,17,68,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,31 years 208 days,M,Centre/Right Central Midfielder,BR,Brazil,Everton,EVE,8 January 1991,BR,Brazil,Brazilian,Rio de Janeiro,Allan,Allan,Marques Loureiro,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,101,4,4,2,820,4,16,97,1669,NA,1,13,26,16,52,NA,NA,NA,1,54,374,227,5,9,29,2,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,1,NA,3,5,NA,9,NA,10,NA,NA,NA,5,14,1,NA,NA,1,1,2,1,323,378,NA,NA,NA,94,4,138,11,3,10,42,9,299,273,59,23,124,287,NA,2,67,692,48,NA,68,57,11,NA,2,NA,2,NA,1,23,69,NA,42,6,42,497,259,171,23,23,4238,2,12,20,5,1928,21,2,NA,240,224,1,75,3,495,495,19,158,201,NA,94,501,2,NA,5,NA,63,364,1585,50,70,32,967,209,59,80,14,14,NA,NA,500,4,1060,35,16,181,NA,2013,1,14,9,4,154,2,15,2720,13,59,59,52,0,20,52,5,89,13,NA,NA,NA,5,5,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,26 years 115 days,M,Centre Attacking Midfielder,GB-ENG,England,Everton,EVE,11 April 1996,GB-ENG,England,English,Milton Keynes,Dele Alli,Dele,Alli,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,165,13,13,63,3384,8,243,182,4853,1,27,71,212,144,192,3,1,1,3,116,1053,636,121,48,203,127,35,16,5,2,2,11,13,2,17,3,2,4,12,12,18,9,26,1,11,48,43,48,68,6,53,10,7,34,2,25,4,12,38,30,44,3,41,30,NA,117,12,304,3,1,32,65,251,8,12,3,1,36,11,20,1409,862,48,40,36,395,87,183,25,64,28,361,38,1243,935,118,71,79,704,306,111,209,1731,155,51,150,136,14,43,34,22,32,3,7,73,342,8,146,9,146,1062,453,252,51,25,13782,4,71,167,134,5984,28,75,NA,1206,609,7,432,12,2627,2621,110,281,471,7,395,1994,4,17,116,3,42,1970,4644,193,88,239,1702,386,124,513,92,92,1021930.9385986328,23,2823,175,4586,67,260,359,36,6196,7,337,77,36,275,72,81,9502,546,401,401,309,1,103,211,109,175,28,18,0,NA,20,20,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,1,2,1,3,NA,NA,NA,NA,1,NA,NA,NA,3,3,NA,NA,3,NA,2,NA,NA,0,NA,3,NA,NA,NA,NA,NA
23,28 years 175 days,M,Left/Centre/Right Second Striker,PY,Paraguay,Newcastle United,NEW,10 February 1994,PY,Paraguay,Paraguayan,Asunción,Miguel Almirón,Miguel,Almirón,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665,41,26,26,7,1299,8,43,74,1938,0,5,16,68,24,110,1,1,0,NA,48,792,449,90,50,88,47,19,16,2,NA,NA,4,3,9,14,1,3,0,NA,3,2,NA,3,NA,NA,4,32,8,27,2,21,7,36,126,NA,8,11,1,12,8,18,1,13,17,NA,50,3,122,NA,3,2,2,10,6,2,2,NA,11,11,12,594,509,8,14,4,168,50,114,8,88,32,99,29,448,458,48,16,115,213,NA,29,71,641,91,9,139,121,18,8,3,3,3,NA,3,16,98,5,84,3,84,682,137,77,45,25,7952,0,34,57,47,2376,7,35,NA,511,423,NA,160,12,1004,1004,54,259,196,3,168,488,3,14,43,6,55,759,1909,69,106,91,802,97,48,220,123,121,93425.396240234375,14,982,34,1726,50,50,144,43,2405,2,140,49,19,176,6,17,3937,199,194,194,140,2,36,119,70,109,10,7,2,NA,15,15,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
24,31 years 219 days,D,Left Full Back,ES,Spain,Chelsea,CHE,28 December 1990,ES,Spain,Spanish,Madrid,Marcos Alonso,Marcos,Alonso,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2737,233,115,99,28,3756,66,34,267,6378,3,5,1336,255,349,179,3,1,1,3,66,1014,695,125,80,168,60,65,6,6,1,3,6,12,10,1,3,2,3,5,5,8,4,20,1,8,34,45,20,58,4,33,19,42,209,NA,20,17,8,18,37,45,6,42,24,NA,117,1,179,5,3,3,6,36,22,3,4,9,21,9,11,1730,1018,26,13,8,439,90,153,63,409,115,146,34,803,979,413,226,93,867,3,48,162,2799,168,26,164,140,24,19,16,13,13,NA,6,234,612,13,265,15,263,404,959,502,39,99,15009,21,85,114,83,7511,25,19,NA,2672,135,3,641,6,2760,2733,59,597,362,10,439,3026,12,1,110,9,53,1999,6049,171,64,199,3272,523,440,212,600,533,1071427.7431640625,3,2646,91,5287,367,39,698,21,7959,8,283,24,10,342,10,1487,12745,430,218,218,180,3,106,113,155,227,35,75,67,NA,81,81,1,1,NA,2,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,16,1,1,9,1,3,1,1,4,9,38,NA,6,1,NA,2,2,1,0,1,NA,NA,NA,9,4,2,NA,2,1,NA,NA,NA,NA
